Reception Time,Internal Clock,Gyro X,Gyro Y,Gyro Z,Magneto X,Magneto Y,Magneto Z,PID Value,Light Level,RSSI
2022-03-18 19:32:13,000046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83
2022-03-18 19:32:18,000052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96
2022-03-18 19:32:23,000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87
2022-03-18 19:32:28,000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91
2022-03-18 19:32:34,000107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97
2022-03-18 19:32:39,000113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79
2022-03-18 19:32:44,000118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90
